dataset,lambda_label,lambda,reconstruction,kl_over_lambda,diameter,terminal_mismatch,accumulated_noise,C0,total
unit_circle,n/10,500.0,1.2595763206481934,0.006193255058716106,0.10000000000000002,1.1262870117129437e-06,0.00021253893089178135,1.2597899858660968,1.365983240924813
unit_circle,n/5,1000.0,1.2595763206481934,0.003096627529358053,0.20000000000000004,1.1262870117129437e-06,0.00021253893089178135,1.2597899858660968,1.4628866133954548
unit_circle,n/2,2500.0,1.2595763206481934,0.001238651011743221,0.5000000000000001,1.1262870117129437e-06,0.00021253893089178135,1.2597899858660968,1.7610286368778403
unit_circle,n,5000,1.2595763206481934,0.0006193255058716105,1.0000000000000002,1.1262870117129437e-06,0.00021253893089178135,1.2597899858660968,2.2604093113719683
unit_circle,n/0.5,10000.0,1.2595763206481934,0.0003096627529358053,2.0000000000000004,1.1262870117129437e-06,0.00021253893089178135,1.2597899858660968,3.260099648619033
unit_circle,n/0.1,50000.0,1.2595763206481934,6.193255058716106e-05,10.000000000000004,1.1262870117129437e-06,0.00021253893089178135,1.2597899858660968,11.259851918416688
